Instrument,Cost of Operating Revenue,Date
5052144461,27991614.1498534,2017-12-31T00:00:00Z
5052144461,33744264.957316,2018-12-31T00:00:00Z
5052144461,42158351.2939981,2019-12-31T00:00:00Z
5052144461,35971780.491426,2020-12-31T00:00:00Z
5052161583,548683552.730406,2017-08-31T00:00:00Z
5052161583,16630816.9027036,2021-12-31T00:00:00Z
5052509029,3000539.43268135,2013-12-31T00:00:00Z
5052509029,3986354.19225153,2014-12-31T00:00:00Z
5052509029,2320294.56125614,2015-12-31T00:00:00Z
5052509029,2304994.17694339,2016-12-31T00:00:00Z
5052509029,2221400.97409669,2017-12-31T00:00:00Z
5052509029,2234770.02818732,2018-12-31T00:00:00Z
5052509029,2803481.79178382,2019-12-31T00:00:00Z
5052509029,,2020-12-31T00:00:00Z
5052510602,0.0,2012-12-31T00:00:00Z
5052510602,1429501.47349121,2013-12-31T00:00:00Z
5052510602,2920408.33377644,2014-12-31T00:00:00Z
5052510602,886673.733336375,2016-12-31T00:00:00Z
5052510602,1018237.9867091,2017-12-31T00:00:00Z
5052510602,1729204.34549537,2018-12-31T00:00:00Z
5052510602,808274.500442887,2019-12-31T00:00:00Z
5052510602,,2020-12-31T00:00:00Z
5052513396,2910099.15120586,2013-12-31T00:00:00Z
5052513396,4665522.62261037,2014-12-31T00:00:00Z
5052513396,229414.910843081,2016-12-31T00:00:00Z
5052513396,9567.17423287568,2017-12-31T00:00:00Z
5052513773,0.0,2016-12-31T00:00:00Z
5052513773,0.0,2017-12-31T00:00:00Z
5052513773,0.0,2018-12-31T00:00:00Z
5052513773,0.0,2019-12-31T00:00:00Z
5052513773,0.0,2020-12-31T00:00:00Z
5052514447,1440231.67637813,2013-12-31T00:00:00Z
5052514447,2872976.36934079,2014-12-31T00:00:00Z
5052514447,2809163.6087421,2015-12-31T00:00:00Z
5052514447,3233379.71225124,2016-12-31T00:00:00Z
5052514447,3757235.19715149,2017-12-31T00:00:00Z
5052514447,3886620.7335919,2018-12-31T00:00:00Z
5052514447,3499148.38968823,2019-12-31T00:00:00Z
5052514447,3541150.62753944,2020-12-31T00:00:00Z
5052514988,2153697.6871773,2014-12-31T00:00:00Z
5052514988,5730196.56473498,2015-12-31T00:00:00Z
5052514988,9612425.17603656,2016-12-31T00:00:00Z
5052514988,7690070.42769121,2017-12-31T00:00:00Z
5052515846,5450.26178383398,2013-12-31T00:00:00Z
5052515846,2944442.65132605,2014-12-31T00:00:00Z
5052515846,6684690.69533368,2015-12-31T00:00:00Z
5052515846,3210140.27972427,2016-12-31T00:00:00Z
5052515846,2752439.69575694,2017-12-31T00:00:00Z
5052515846,3141738.38378282,2018-12-31T00:00:00Z
5052515846,3574675.30613828,2019-12-31T00:00:00Z
5052515846,106.657950891221,2020-12-31T00:00:00Z
5052515976,7315768.39481804,2011-12-31T00:00:00Z
5052515976,6218835.2955858,2012-12-31T00:00:00Z
5052515976,7821636.621844,2013-12-31T00:00:00Z
5052515976,5225633.63888241,2014-12-31T00:00:00Z
5052515976,4064213.38562125,2015-12-31T00:00:00Z
5052515976,4422285.24501517,2016-12-31T00:00:00Z
5052515976,4118971.26593124,2017-12-31T00:00:00Z
5052515976,3760813.4620293,2018-12-31T00:00:00Z
5052515976,3725956.62975059,2019-12-31T00:00:00Z
5052515976,4049909.05329056,2020-12-31T00:00:00Z
5052516020,0.0,2014-12-31T00:00:00Z
5052516020,0.0,2015-12-31T00:00:00Z
5052516020,0.0,2016-12-31T00:00:00Z
5052516020,0.0,2017-12-31T00:00:00Z
5052516020,0.0,2017-12-31T00:00:00Z
5052516020,0.0,2018-12-31T00:00:00Z
5052516020,0.0,2019-12-31T00:00:00Z
5052516020,112767201.933896,2020-09-30T00:00:00Z
5052516020,112767201.933896,2020-09-30T00:00:00Z
5052516020,112767201.933896,2020-09-30T00:00:00Z
5052516270,1394074.77189629,2013-12-31T00:00:00Z
5052516270,1798117.12157578,2014-12-31T00:00:00Z
5052516270,4519273.03038253,2015-12-31T00:00:00Z
5052516270,9343443.64160911,2016-12-31T00:00:00Z
5052516270,7210621.78480571,2017-12-31T00:00:00Z
5052516270,7859449.5780004,2018-12-31T00:00:00Z
5052516270,4752849.70461667,2019-12-31T00:00:00Z
5052516270,9026142.41007139,2020-12-31T00:00:00Z
5052516297,2777759.98226714,2013-12-31T00:00:00Z
5052516297,10067036.5323028,2014-12-31T00:00:00Z
5052516297,7887161.87900496,2015-12-31T00:00:00Z
5052516297,937204.602010384,2016-12-31T00:00:00Z
5052516297,433308.220319357,2017-12-31T00:00:00Z
5052516297,414561.400232195,2018-12-31T00:00:00Z
5052516297,283908.408824296,2019-12-31T00:00:00Z
5052516297,292776.075196402,2020-12-31T00:00:00Z
5052516304,838659.031987454,2013-12-31T00:00:00Z
5052516304,788994.11982395,2014-12-31T00:00:00Z
5052516304,661769.338625793,2015-12-31T00:00:00Z
5052516304,590281.586184821,2016-12-31T00:00:00Z
5052516304,309540.472648484,2017-12-31T00:00:00Z
5052516304,774766.1885087,2018-12-31T00:00:00Z
5052516304,780293.142842416,2019-12-31T00:00:00Z
5052516304,,2020-12-31T00:00:00Z
5052516308,6162202.22934729,2013-12-31T00:00:00Z
5052516308,4280336.87115305,2014-12-31T00:00:00Z
5052516308,3055649.07051801,2015-12-31T00:00:00Z
5052516308,3826521.53628553,2016-12-31T00:00:00Z
5052516308,14113277.4420899,2017-12-31T00:00:00Z
5052516308,1175185.03133161,2018-12-31T00:00:00Z
5052516308,1785802.0907618,2019-12-31T00:00:00Z
5052516308,1368314.85198348,2020-12-31T00:00:00Z
5052516322,2989298.26775219,2013-12-31T00:00:00Z
5052516322,2509278.25277881,2014-12-31T00:00:00Z
5052516322,2225329.91536769,2015-12-31T00:00:00Z
5052516322,1859988.83819634,2016-12-31T00:00:00Z
5052516322,3047447.75184916,2017-12-31T00:00:00Z
5052516322,4154714.43056793,2018-12-31T00:00:00Z
5052516322,3714127.11271624,2019-12-31T00:00:00Z
5052516322,3885122.51916363,2020-12-31T00:00:00Z
5052516471,0.0,2019-12-31T00:00:00Z
5052516471,0.0,2020-12-31T00:00:00Z
5052516481,0.0,2009-12-31T00:00:00Z
5052516481,15166949.2242125,2010-12-31T00:00:00Z
5052516481,12110330.7250907,2011-12-31T00:00:00Z
5052516867,3689450.5835175,2010-12-31T00:00:00Z
5052516867,4578520.22012769,2011-12-31T00:00:00Z
5052516867,4239622.16957832,2012-12-31T00:00:00Z
5052516867,3662064.9566942,2013-12-31T00:00:00Z
5052516867,3540525.56008956,2014-12-31T00:00:00Z
5052516867,3015749.00333189,2015-12-31T00:00:00Z
5052516867,3287009.17192884,2016-12-31T00:00:00Z
5052516867,3416571.13237834,2017-12-31T00:00:00Z
5052516867,3445372.94242218,2018-12-31T00:00:00Z
5052516867,,2019-12-31T00:00:00Z
5052516867,,2020-12-31T00:00:00Z
5052516906,5153133.75160382,2013-06-30T00:00:00Z
5052516906,7124669.3415326,2014-06-30T00:00:00Z
5052516906,6939073.50306783,2015-06-30T00:00:00Z
5052516906,4720224.39805004,2016-06-30T00:00:00Z
5052516906,4415001.33665421,2017-06-30T00:00:00Z
5052516906,5737566.79727755,2018-06-30T00:00:00Z
5052516906,6039178.77993364,2019-06-30T00:00:00Z
5052516906,5906491.89023108,2020-06-30T00:00:00Z
5052517020,1581086.87935409,2013-12-31T00:00:00Z
5052517020,1439830.70565412,2014-12-31T00:00:00Z
5052517020,1825832.04640764,2015-12-31T00:00:00Z
5052517020,1662513.2500057,2016-12-31T00:00:00Z
5052517020,1665899.35123339,2017-12-31T00:00:00Z
5052517020,2460559.03169557,2018-12-31T00:00:00Z
5052517020,3167011.94987775,2019-12-31T00:00:00Z
5052517020,2744309.07643112,2020-12-31T00:00:00Z
5052517216,600380.399625462,2013-12-31T00:00:00Z
5052517216,2046418.68036646,2014-12-31T00:00:00Z
5052517216,1386682.70881092,2015-12-31T00:00:00Z
5052517216,1175676.93271013,2016-12-31T00:00:00Z
5052517216,1158596.90994837,2017-12-31T00:00:00Z
5052517216,1037817.75632142,2018-12-31T00:00:00Z
5052517216,,2019-12-31T00:00:00Z
5052517216,,2020-12-31T00:00:00Z
5052517286,209491257.326606,2017-08-31T00:00:00Z
5052517286,2758601.24185055,2020-12-31T00:00:00Z
5052517286,2758601.24185055,2020-12-31T00:00:00Z
5052517762,1595473.93465614,2010-12-31T00:00:00Z
5052517762,1921863.43640127,2011-12-31T00:00:00Z
5052517762,2871330.40669809,2012-12-31T00:00:00Z
5052517762,2397604.22284472,2013-12-31T00:00:00Z
5052517762,2699801.94885089,2014-12-31T00:00:00Z
5052517762,2113709.16666634,2015-12-31T00:00:00Z
5052517762,1199988.95443064,2016-12-31T00:00:00Z
5052517762,1379974.05548884,2017-12-31T00:00:00Z
5052517762,1338008.90967852,2018-12-31T00:00:00Z
5052517762,,2019-12-31T00:00:00Z
5052517762,,2020-12-31T00:00:00Z
5052517764,0.0,2013-12-31T00:00:00Z
5052517764,0.0,2014-12-31T00:00:00Z
5052517764,0.0,2015-12-31T00:00:00Z
5052517764,0.0,2016-12-31T00:00:00Z
5052517764,0.0,2017-12-31T00:00:00Z
5052517764,0.0,2018-12-31T00:00:00Z
5052517764,0.0,2019-12-31T00:00:00Z
5052517764,0.0,2020-12-31T00:00:00Z
5052518248,2697368.62095559,2013-12-31T00:00:00Z
5052518248,3270258.86340587,2014-12-31T00:00:00Z
5052518248,4277138.04322192,2015-12-31T00:00:00Z
5052518248,3437052.48244907,2016-12-31T00:00:00Z
5052518248,1207522.71235447,2017-12-31T00:00:00Z
5052518248,8779576.66092454,2018-12-31T00:00:00Z
5052518248,632537.925269194,2019-12-31T00:00:00Z
5052518248,279337.173384109,2020-12-31T00:00:00Z
5052518354,4661506.71130476,2013-12-31T00:00:00Z
5052518354,4973989.55910802,2014-12-31T00:00:00Z
5052518354,3959304.79775495,2015-12-31T00:00:00Z
5052518354,4548374.06354607,2016-12-31T00:00:00Z
5052518354,5361129.57107814,2017-12-31T00:00:00Z
5052518354,5753192.35409746,2018-12-31T00:00:00Z
5052518354,4727029.50878209,2019-12-31T00:00:00Z
5052518354,5056973.42560548,2020-12-31T00:00:00Z
5052518359,1967544.50396407,2013-12-31T00:00:00Z
5052518359,2970546.14853225,2014-12-31T00:00:00Z
5052518359,2467464.90252829,2015-12-31T00:00:00Z
5052518359,5250443.27901443,2016-12-31T00:00:00Z
5052518359,5445538.69057579,2017-12-31T00:00:00Z
5052518359,8195181.59302084,2018-12-31T00:00:00Z
5052518359,6406707.18230307,2019-12-31T00:00:00Z
5052518359,8264178.0089045,2020-12-31T00:00:00Z
5052518480,3156484.40633242,2012-12-31T00:00:00Z
5052518480,2564688.81065538,2013-12-31T00:00:00Z
5052518480,2767607.37452065,2014-12-31T00:00:00Z
5052518480,1556088.56668993,2016-12-31T00:00:00Z
5052518480,1307433.07617881,2017-12-31T00:00:00Z
5052518480,1401834.88616042,2018-12-31T00:00:00Z
5052518480,,2019-12-31T00:00:00Z
5052518480,,2020-12-31T00:00:00Z
5052518877,5685644.96462331,2013-12-31T00:00:00Z
5052518877,5437326.63451805,2014-12-31T00:00:00Z
5052518877,4329468.03788035,2015-12-31T00:00:00Z
5052518877,4454820.45055292,2016-12-31T00:00:00Z
5052518877,4710561.7232426,2017-12-31T00:00:00Z
5052518877,4791621.42902611,2018-12-31T00:00:00Z
5052518877,4811314.8176518,2019-12-31T00:00:00Z
5052518877,4451262.92249423,2020-12-31T00:00:00Z
5052519041,3676882.855919,2013-12-31T00:00:00Z
5052519041,3367510.30726555,2014-12-31T00:00:00Z
5052519041,2818610.35362105,2015-12-31T00:00:00Z
5052519041,2822578.05112079,2016-12-31T00:00:00Z
5052519041,3534162.6030128,2017-12-31T00:00:00Z
5052519041,3900886.26976127,2018-12-31T00:00:00Z
5052519041,4055590.67172687,2019-12-31T00:00:00Z
5052519041,4933783.49232612,2020-12-31T00:00:00Z
5052519056,2117057.63639197,2012-12-31T00:00:00Z
5052519056,2630602.91410362,2013-12-31T00:00:00Z
5052519056,1807667.18152927,2014-12-31T00:00:00Z
5052519064,0.0,2014-12-31T00:00:00Z
5052519064,0.0,2015-12-31T00:00:00Z
5052519064,134487036.779808,2020-12-31T00:00:00Z
5052519064,134487036.779808,2020-12-31T00:00:00Z
5052519196,26289337.7143232,2013-12-31T00:00:00Z
5052519196,3845172.47260581,2014-12-31T00:00:00Z
5052519196,3232526.93844898,2015-12-31T00:00:00Z
5052519196,3230400.2978247,2016-12-31T00:00:00Z
5052519196,2578777.31790955,2017-12-31T00:00:00Z
5052519196,4093839.94432796,2018-12-31T00:00:00Z
5052519340,1895669.17668976,2013-12-31T00:00:00Z
5052519340,597833.753088311,2014-12-31T00:00:00Z
5052519340,767175.123590983,2015-12-31T00:00:00Z
5052519340,1217865.44098984,2016-12-31T00:00:00Z
5052519340,1348244.94600766,2017-12-31T00:00:00Z
5052519340,1596510.26336825,2018-12-31T00:00:00Z
5052519340,,2019-12-31T00:00:00Z
5052519340,,2020-12-31T00:00:00Z
5052519533,0.0,2014-12-31T00:00:00Z
5052519533,0.0,2015-12-31T00:00:00Z
5052519533,0.0,2016-12-31T00:00:00Z
5052519533,0.0,2017-12-31T00:00:00Z
5052519533,0.0,2018-12-31T00:00:00Z
5052519533,0.0,2019-12-31T00:00:00Z
5052519533,0.0,2020-12-31T00:00:00Z
5052519536,4840129.52472011,2011-12-31T00:00:00Z
5052519536,3910757.17663855,2012-12-31T00:00:00Z
5052519536,3222467.27969184,2013-12-31T00:00:00Z
5052519536,3558829.84166708,2014-12-31T00:00:00Z
5052519536,2745709.15891623,2016-12-31T00:00:00Z
5052519536,2257126.49813085,2017-12-31T00:00:00Z
5052519536,2163073.41106024,2018-12-31T00:00:00Z
5052519536,,2019-12-31T00:00:00Z
5052519536,,2020-12-31T00:00:00Z
5052520124,2060198.95428924,2013-12-31T00:00:00Z
5052520124,4586257.12499643,2014-12-31T00:00:00Z
5052520124,2148015.76648992,2015-12-31T00:00:00Z
5052520124,4207290.69999651,2016-12-31T00:00:00Z
5052520124,2241383.04686156,2017-12-31T00:00:00Z
5052520124,6821508.8429189,2018-12-31T00:00:00Z
5052520124,3112869.1603744,2019-12-31T00:00:00Z
5052520124,2504755.31872944,2020-12-31T00:00:00Z
5052520185,3907452.2693106,2010-12-31T00:00:00Z
5052520185,5170178.9684238,2011-12-31T00:00:00Z
5052520185,4853813.25267724,2012-12-31T00:00:00Z
5052520185,4088547.94127921,2013-12-31T00:00:00Z
5052520185,3827664.02935775,2014-12-31T00:00:00Z
5052520185,3247815.74923992,2015-12-31T00:00:00Z
5052520185,3044008.13130077,2016-12-31T00:00:00Z
5052520185,2999975.19109869,2017-12-31T00:00:00Z
5052520185,2882991.07257293,2018-12-31T00:00:00Z
5052520185,,2019-12-31T00:00:00Z
5052520185,,2020-12-31T00:00:00Z
5052520515,706660.504410225,2013-12-31T00:00:00Z
5052520515,177153.612137191,2014-12-31T00:00:00Z
5052520515,220506.913358782,2015-12-31T00:00:00Z
5052520515,125016.229337346,2016-12-31T00:00:00Z
5052520515,17560.0033388224,2017-12-31T00:00:00Z
5052520515,317900.094808729,2018-12-31T00:00:00Z
5052520515,,2019-12-31T00:00:00Z
5052520515,,2020-12-31T00:00:00Z
5052520566,0.0,2020-12-31T00:00:00Z
5052520569,55354.2212420639,2013-12-31T00:00:00Z
5052520569,54594.5094007696,2014-12-31T00:00:00Z
5052520569,87009.4923061711,2015-12-31T00:00:00Z
5052520569,116793.045520114,2016-12-31T00:00:00Z
5052520569,113473.952610184,2017-12-31T00:00:00Z
5052520569,106253.648709765,2018-12-31T00:00:00Z
5052520569,33668.6254054453,2019-12-31T00:00:00Z
5052520569,,2020-12-31T00:00:00Z
5052520934,2391472.6783379,2013-12-31T00:00:00Z
5052520934,2519783.31872765,2014-12-31T00:00:00Z
5052520934,2849560.8730271,2015-12-31T00:00:00Z
5052520934,2503184.8245964,2016-12-31T00:00:00Z
5052520934,3403007.54359249,2017-12-31T00:00:00Z
5052520934,3217124.36371232,2018-12-31T00:00:00Z
5052520934,2902099.01552207,2019-12-31T00:00:00Z
5052520934,2680847.59565085,2020-12-31T00:00:00Z
5052521019,102887.30792751,2012-06-30T00:00:00Z
5052521019,4384193.37414831,2013-06-30T00:00:00Z
5052521019,3821705.50063648,2015-12-31T00:00:00Z
5052521019,3821705.50063648,2015-12-31T00:00:00Z
5052521019,2810031.66052046,2016-06-30T00:00:00Z
5052521019,4597483.62034649,2017-06-30T00:00:00Z
5052521019,6882076.5226806,2018-06-30T00:00:00Z
5052521019,7084001.43303039,2019-06-30T00:00:00Z
5052521019,4212122.51113408,2020-06-30T00:00:00Z
5052521036,,
5052521108,770360.439008784,2013-12-31T00:00:00Z
5052521108,1533421.29319829,2014-12-31T00:00:00Z
5052521108,999863.365872629,2015-12-31T00:00:00Z
5052521108,1791700.6595402,2016-12-31T00:00:00Z
5052521108,1355147.84387188,2017-12-31T00:00:00Z
5052521108,1379206.79430557,2018-12-31T00:00:00Z
5052521108,1939017.08542779,2019-12-31T00:00:00Z
5052521108,620109.326481561,2020-12-31T00:00:00Z
5052521345,474001.309024758,2014-12-31T00:00:00Z
5052521345,135734.807997627,2015-12-31T00:00:00Z
5052521345,68884.0615414549,2016-12-31T00:00:00Z
5052521345,1620243.34255245,2017-12-31T00:00:00Z
5052521358,4223612.24110985,2013-12-31T00:00:00Z
5052521358,5465499.31138083,2014-12-31T00:00:00Z
5052521358,4514673.95721777,2015-12-31T00:00:00Z
5052521358,4365318.84117985,2016-12-31T00:00:00Z
5052521358,4783344.90949524,2017-12-31T00:00:00Z
5052521358,3918472.23245281,2018-12-31T00:00:00Z
5052521358,2243513.40370609,2019-12-31T00:00:00Z
5052521685,5851363.85169313,2011-12-31T00:00:00Z
5052521685,6505538.10994354,2012-12-31T00:00:00Z
5052521685,3844989.36781413,2013-12-31T00:00:00Z
5052521685,4354986.50645614,2014-12-31T00:00:00Z
5052521685,1797864.70959494,2015-12-31T00:00:00Z
5052521685,2021473.10011446,2016-12-31T00:00:00Z
5052521685,2684621.7518277,2017-12-31T00:00:00Z
5052521685,3249344.79885347,2018-12-31T00:00:00Z
5052521685,2640939.67791767,2019-12-31T00:00:00Z
5052521685,4175018.82968597,2020-12-31T00:00:00Z
5052534570,19692477.1077152,2013-12-31T00:00:00Z
5052534570,16957563.9564099,2014-12-31T00:00:00Z
5052534570,13065842.5617935,2015-12-31T00:00:00Z
5052534570,13735696.3892048,2016-12-31T00:00:00Z
5052534570,15619078.0042617,2017-12-31T00:00:00Z
5052534570,283957.957026443,2018-12-31T00:00:00Z
5052535287,0.0,2014-12-31T00:00:00Z
5052535287,4350.47461530856,2015-12-31T00:00:00Z
5052535287,4171.18019714693,2016-12-31T00:00:00Z
5052535287,4238.62149557783,2017-12-31T00:00:00Z
5052535287,4304.25660282611,2018-12-31T00:00:00Z
5052535287,4094.83281958119,2019-12-31T00:00:00Z
5052535287,22824.8014907214,2020-12-31T00:00:00Z
5053126650,3628581.44578768,2014-03-31T00:00:00Z
5053126650,3583553.80318734,2015-03-31T00:00:00Z
5053126650,5618937.25528809,2016-12-31T00:00:00Z
5053126650,3210574.12769325,2017-12-31T00:00:00Z
5053126650,2977930.67535527,2018-12-31T00:00:00Z
5053126650,2919502.05500529,2019-12-31T00:00:00Z
5053126650,4087665.96790606,2020-12-31T00:00:00Z
5053432653,116333.194781415,2012-12-31T00:00:00Z
5053432653,246113.383676253,2013-12-31T00:00:00Z
5053433267,0.0,2013-12-31T00:00:00Z
5053433267,4157459.43308484,2014-12-31T00:00:00Z
5053433267,3443338.50837936,2015-12-31T00:00:00Z
5053433267,3049728.60699971,2016-12-31T00:00:00Z
5053433267,3846972.86938644,2017-12-31T00:00:00Z
5053433267,3600203.20136384,2018-12-31T00:00:00Z
5053433267,872881.86270739,2019-12-31T00:00:00Z
5053433267,227928.04105454,2020-12-31T00:00:00Z
5053433327,0.0,2014-12-31T00:00:00Z
5053435997,2767881.38278394,2013-12-31T00:00:00Z
5053435997,3302410.73191594,2014-12-31T00:00:00Z
5053435997,2872929.13667505,2015-12-31T00:00:00Z
5053435997,3543000.4594566,2016-12-31T00:00:00Z
5053435997,3495409.49219608,2017-12-31T00:00:00Z
5053435997,4025094.81744282,2018-12-31T00:00:00Z
5053435997,3445005.60018488,2019-12-31T00:00:00Z
5053435997,3676606.22517129,2020-12-31T00:00:00Z
5053436021,5399285.56236999,2014-12-31T00:00:00Z
5053436021,4125865.82588391,2015-12-31T00:00:00Z
5053436021,4754907.07159337,2016-12-31T00:00:00Z
5053436021,5027973.92152573,2017-12-31T00:00:00Z
5053436332,1668120.74721469,2013-12-31T00:00:00Z
5053436332,3669451.36946164,2014-12-31T00:00:00Z
5053436717,749110.054561391,2012-12-31T00:00:00Z
5053436717,3151443.55582125,2013-12-31T00:00:00Z
5053436717,5738312.69071879,2014-12-31T00:00:00Z
5053436717,4607962.35207674,2016-12-31T00:00:00Z
5053436717,5090100.00230377,2017-12-31T00:00:00Z
5053436717,5973693.27092224,2018-12-31T00:00:00Z
5053436717,4439026.26713821,2019-12-31T00:00:00Z
5053436717,4553121.26559535,2020-12-31T00:00:00Z
5053437968,2169544.83132741,2013-12-31T00:00:00Z
5053437968,1608230.09616728,2014-12-31T00:00:00Z
5053437968,1109246.72762896,2015-12-31T00:00:00Z
5053437968,1290205.62326607,2016-12-31T00:00:00Z
5053437968,1210671.40260833,2017-12-31T00:00:00Z
5053437968,1212939.5106764,2018-12-31T00:00:00Z
5053437968,,2019-12-31T00:00:00Z
5053437968,,2020-12-31T00:00:00Z
5053438027,0.0,2013-12-31T00:00:00Z
5053438027,0.0,2014-12-31T00:00:00Z
5053438027,0.0,2015-12-31T00:00:00Z
5053438027,0.0,2016-12-31T00:00:00Z
5053438027,0.0,2017-12-31T00:00:00Z
5053438301,6014534.19914154,2013-12-31T00:00:00Z
5053438301,44566.9464496078,2014-12-31T00:00:00Z
5053438301,34803.7969224684,2015-12-31T00:00:00Z
5053438301,33011.9118459914,2016-12-31T00:00:00Z
5053438301,31365.799067276,2017-12-31T00:00:00Z
5053438324,1759071.99073242,2013-12-31T00:00:00Z
5053438324,4039038.6896616,2014-12-31T00:00:00Z
5053438324,3509217.1239826,2015-12-31T00:00:00Z
5053438324,3475188.9871087,2016-12-31T00:00:00Z
5053438324,3280571.93410594,2017-12-31T00:00:00Z
5053438435,1439550.39365515,2013-12-31T00:00:00Z
5053438435,3022593.97527876,2014-12-31T00:00:00Z
5053438435,6972319.21704294,2015-12-31T00:00:00Z
5053438435,5929752.76058952,2016-09-30T00:00:00Z
5053438435,7488093.76787778,2017-09-30T00:00:00Z
5053438435,8779730.91395346,2018-09-30T00:00:00Z
5053438435,8089253.79958217,2019-09-30T00:00:00Z
5053438435,8270467.88506292,2020-09-30T00:00:00Z
5053438699,1596139.61774797,2012-12-31T00:00:00Z
5053438699,1550429.15682002,2013-12-31T00:00:00Z
5053438699,1568279.01202852,2014-12-31T00:00:00Z
5053438699,1391386.53719115,2016-12-31T00:00:00Z
5053438699,1155811.53010842,2017-12-31T00:00:00Z
5053438699,1671527.3070175,2018-12-31T00:00:00Z
5053438699,1216734.07419611,2019-12-31T00:00:00Z
5053438699,958001.71490495,2020-12-31T00:00:00Z
5053438749,,2010-12-31T00:00:00Z
5053438749,,2011-12-31T00:00:00Z
5053438749,,2012-12-31T00:00:00Z
5053438749,,2013-12-31T00:00:00Z
5053438749,3468581.77510662,2014-12-31T00:00:00Z
5053438749,2557333.27815309,2015-12-31T00:00:00Z
5053438749,2587919.37088701,2016-12-31T00:00:00Z
5053438749,2394821.14500148,2017-12-31T00:00:00Z
5053438749,2721396.98182683,2018-12-31T00:00:00Z
5053438749,,2019-12-31T00:00:00Z
5053438749,,2020-12-31T00:00:00Z
5053438796,1372614.36612244,2013-12-31T00:00:00Z
5053438796,870806.300092159,2014-12-31T00:00:00Z
5053438796,880536.062138451,2015-12-31T00:00:00Z
5053438796,726262.06061181,2016-12-31T00:00:00Z
5053438796,905732.861869332,2017-12-31T00:00:00Z
5053438796,930580.277531006,2018-12-31T00:00:00Z
5053438796,,2019-12-31T00:00:00Z
5053438796,,2020-12-31T00:00:00Z
5053445019,4864528.96275257,2013-12-31T00:00:00Z
5053445019,4152525.23544221,2014-12-31T00:00:00Z
5053445019,2652670.82186571,2015-12-31T00:00:00Z
5053445019,2763347.29232131,2016-12-31T00:00:00Z
5053445019,2915202.76118713,2017-12-31T00:00:00Z
5053445019,1893135.03268301,2018-12-31T00:00:00Z
5053445019,2058790.94540054,2019-12-31T00:00:00Z
5053445196,3715715.97112882,2013-12-31T00:00:00Z
5053445196,5448309.20346456,2014-12-31T00:00:00Z
5053445196,3201203.52121876,2015-12-31T00:00:00Z
5053445196,2591971.3745071,2016-12-31T00:00:00Z
5053445196,5214715.47427376,2017-12-31T00:00:00Z
5053445196,6443226.17691053,2018-12-31T00:00:00Z
5053445196,4606914.41274104,2019-12-31T00:00:00Z
5053445196,3825927.356419,2020-12-31T00:00:00Z
5053445286,4976940.61204415,2013-12-31T00:00:00Z
5053445286,2740389.70365321,2014-12-31T00:00:00Z
5053445286,4678997.59840171,2015-12-31T00:00:00Z
5053445286,3572675.42714487,2016-12-31T00:00:00Z
5053445286,5317653.42488065,2017-12-31T00:00:00Z
5053445286,3813571.35010394,2018-12-31T00:00:00Z
5053445286,7568388.50414704,2019-12-31T00:00:00Z
5053445286,5369267.90581497,2020-12-31T00:00:00Z
5053445298,,2010-12-31T00:00:00Z
5053445298,,2011-12-31T00:00:00Z
5053445298,,2012-12-31T00:00:00Z
5053445298,,2013-12-31T00:00:00Z
5053445298,1724581.65993393,2014-12-31T00:00:00Z
5053445298,891202.443264706,2016-12-31T00:00:00Z
5053445298,1040884.33584261,2017-12-31T00:00:00Z
5053445298,1929413.76690683,2018-12-31T00:00:00Z
5053499721,0.0,2013-12-31T00:00:00Z
5053499721,0.0,2014-12-31T00:00:00Z
5053499721,0.0,2015-12-31T00:00:00Z
5053499721,0.0,2016-12-31T00:00:00Z
5053499721,0.0,2017-12-31T00:00:00Z
5053499721,0.0,2018-12-31T00:00:00Z
5053499721,0.0,2019-12-31T00:00:00Z
5053499721,0.0,2020-12-31T00:00:00Z
5053499840,3710095.38866424,2013-12-31T00:00:00Z
5053499840,3637777.00394924,2014-12-31T00:00:00Z
5053499840,3079763.12981429,2015-12-31T00:00:00Z
5053499840,2832112.1772857,2016-12-31T00:00:00Z
5053504875,2350595.71495915,2013-12-31T00:00:00Z
5053504875,2117248.29168815,2014-12-31T00:00:00Z
5053504875,1393892.06674486,2015-12-31T00:00:00Z
5053504875,1309750.58190413,2016-12-31T00:00:00Z
5053504875,1351272.53279021,2017-12-31T00:00:00Z
5053504875,1387692.32875114,2018-12-31T00:00:00Z
5053504875,,2019-12-31T00:00:00Z
5053504875,,2020-12-31T00:00:00Z
5053507699,,
5055371517,3753.59675128276,2019-12-31T00:00:00Z
5055371517,3753.59675128276,2019-12-31T00:00:00Z
5055371517,2026.5010669332,2020-12-31T00:00:00Z
5055423134,3023021.76253967,2013-12-31T00:00:00Z
5055423134,3060157.54442914,2014-12-31T00:00:00Z
5055423134,4312563.33651801,2015-12-31T00:00:00Z
5055423134,5244722.80331548,2016-12-31T00:00:00Z
5055423134,3899531.77593161,2017-12-31T00:00:00Z
5055423134,4043910.56773517,2018-12-31T00:00:00Z
5055423134,3365838.83233964,2019-12-31T00:00:00Z
5055423134,3521525.56457545,2020-12-31T00:00:00Z
5055423437,11092640.2085888,2020-12-31T00:00:00Z
5055423939,3215143.49041981,2013-12-31T00:00:00Z
5055423939,3443592.45156166,2014-12-31T00:00:00Z
5055423939,1786304.87704569,2015-12-31T00:00:00Z
