Instrument,Full-Time Employees (Pvt),Date
5040938066,34,2012-12-31T00:00:00Z
5040938066,34,2013-12-31T00:00:00Z
5040938066,36,2014-12-31T00:00:00Z
5040938066,37,2015-12-31T00:00:00Z
5040938066,35,2016-12-31T00:00:00Z
5040938066,31,2017-12-31T00:00:00Z
5040938066,33,2018-12-31T00:00:00Z
5040938066,35,2019-12-31T00:00:00Z
5040938066,35,2020-12-31T00:00:00Z
5040938088,12,2010-12-31T00:00:00Z
5040938088,14,2011-12-31T00:00:00Z
5040938088,15,2012-12-31T00:00:00Z
5040938088,16,2013-12-31T00:00:00Z
5040938088,16,2014-12-31T00:00:00Z
5040938088,23,2015-12-31T00:00:00Z
5040938088,25,2016-12-31T00:00:00Z
5040938088,32,2017-12-31T00:00:00Z
5040938088,41,2018-12-31T00:00:00Z
5040938088,41,2019-12-31T00:00:00Z
5040938088,41,2020-12-31T00:00:00Z
5040938144,12,2011-12-31T00:00:00Z
5040938144,17,2012-12-31T00:00:00Z
5040938144,14,2013-12-31T00:00:00Z
5040938144,20,2014-12-31T00:00:00Z
5040938144,,2015-12-31T00:00:00Z
5040938144,,2016-12-31T00:00:00Z
5040938144,23,2017-12-31T00:00:00Z
5040938153,35,2013-12-31T00:00:00Z
5040938153,37,2014-12-31T00:00:00Z
5040938153,33,2015-12-31T00:00:00Z
5040938153,35,2016-12-31T00:00:00Z
5040938153,38,2017-12-31T00:00:00Z
5040938153,36,2018-12-31T00:00:00Z
5040938153,36,2019-12-31T00:00:00Z
5040938153,36,2020-12-31T00:00:00Z
5040938156,,
5040938167,35,2011-12-31T00:00:00Z
5040938167,38,2012-12-31T00:00:00Z
5040938167,37,2013-12-31T00:00:00Z
5040938167,35,2014-12-31T00:00:00Z
5040938167,29,2015-12-31T00:00:00Z
5040938167,31,2016-12-31T00:00:00Z
5040938167,31,2017-12-31T00:00:00Z
5040938167,31,2018-12-31T00:00:00Z
5040938210,33,2011-12-31T00:00:00Z
5040938210,47,2012-12-31T00:00:00Z
5040938210,49,2013-12-31T00:00:00Z
5040938210,47,2014-12-31T00:00:00Z
5040938210,48,2015-12-31T00:00:00Z
5040938210,47,2019-12-31T00:00:00Z
5040938210,47,2019-12-31T00:00:00Z
5040938213,34,2011-12-31T00:00:00Z
5040938213,32,2012-12-31T00:00:00Z
5040938213,33,2013-12-31T00:00:00Z
5040938213,32,2014-12-31T00:00:00Z
5040938213,36,2015-12-31T00:00:00Z
5040938213,34,2016-12-31T00:00:00Z
5040938213,32,2017-12-31T00:00:00Z
5040938213,32,2018-12-31T00:00:00Z
5040938213,32,2019-12-31T00:00:00Z
5040938213,31,2020-12-31T00:00:00Z
5040938241,79,2011-12-31T00:00:00Z
5040938241,85,2012-12-31T00:00:00Z
5040938241,83,2013-12-31T00:00:00Z
5040938241,82,2014-12-31T00:00:00Z
5040938241,83,2015-12-31T00:00:00Z
5040938256,,
5040938302,29,2011-12-31T00:00:00Z
5040938302,31,2012-12-31T00:00:00Z
5040938302,32,2013-12-31T00:00:00Z
5040938302,28,2014-12-31T00:00:00Z
5040938302,31,2015-12-31T00:00:00Z
5040938302,32,2016-12-31T00:00:00Z
5040938302,32,2017-12-31T00:00:00Z
5040938302,28,2018-12-31T00:00:00Z
5040938302,28,2019-12-31T00:00:00Z
5040938302,28,2020-12-31T00:00:00Z
5040938307,43,2011-12-31T00:00:00Z
5040938307,34,2012-12-31T00:00:00Z
5040938307,20,2013-12-31T00:00:00Z
5040938307,24,2014-12-31T00:00:00Z
5040938307,28,2015-12-31T00:00:00Z
5040938307,24,2016-12-31T00:00:00Z
5040938307,,2017-12-31T00:00:00Z
5040938307,,2018-12-31T00:00:00Z
5040938307,,2019-12-31T00:00:00Z
5040938307,,2020-12-31T00:00:00Z
5040938343,35,2011-12-31T00:00:00Z
5040938343,35,2012-12-31T00:00:00Z
5040938343,33,2013-12-31T00:00:00Z
5040938343,32,2014-12-31T00:00:00Z
5040938343,37,2015-12-31T00:00:00Z
5040938343,38,2016-12-31T00:00:00Z
5040938343,38,2017-12-31T00:00:00Z
5040938343,27,2018-12-31T00:00:00Z
5040938343,27,2019-12-31T00:00:00Z
5040938343,27,2020-12-31T00:00:00Z
5040938348,41,2011-12-31T00:00:00Z
5040938348,41,2012-12-31T00:00:00Z
5040938348,37,2013-12-31T00:00:00Z
