Instrument,NAICS Sector Name,Legal Entity ID (LEI),NAICS Sector Code
5082938330,Administrative and Support and Waste Management and Remediation Services,,56
5082938338,Wholesale Trade,,42
5082938342,Manufacturing,,31-33
5082938345,Wholesale Trade,,42
5082938346,Manufacturing,,31-33
5082938356,Construction,,23
5082938361,Real Estate and Rental and Leasing,,53
5082938365,Construction,,23
5082938368,Construction,,23
5082938369,Manufacturing,,31-33
5082938370,Manufacturing,,31-33
5082938373,Manufacturing,,31-33
5082938379,Transportation and Warehousing,,48-49
5082938386,Administrative and Support and Waste Management and Remediation Services,,56
5082938388,Transportation and Warehousing,,48-49
5082938389,Manufacturing,,31-33
5082938398,Wholesale Trade,,42
5082938407,Manufacturing,,31-33
5082938414,Manufacturing,,31-33
5082938417,Transportation and Warehousing,,48-49
5082938419,Construction,,23
5082938421,Wholesale Trade,,42
5082938425,Manufacturing,,31-33
5082938427,Wholesale Trade,,42
5082938428,Transportation and Warehousing,,48-49
5082938430,Construction,,23
5082938434,Construction,,23
5082938441,Transportation and Warehousing,,48-49
5082938445,Real Estate and Rental and Leasing,,53
5082938446,Wholesale Trade,,42
5082938452,Transportation and Warehousing,,48-49
5082938454,Wholesale Trade,,42
5082938458,Administrative and Support and Waste Management and Remediation Services,,56
5082938463,Transportation and Warehousing,,48-49
5082938466,Wholesale Trade,,42
5082938474,Administrative and Support and Waste Management and Remediation Services,,56
5082938477,Administrative and Support and Waste Management and Remediation Services,,56
5082938480,Construction,,23
5082938486,Transportation and Warehousing,,48-49
5082938491,Construction,,23
5082938508,Transportation and Warehousing,,48-49
5082938511,Construction,,23
5082938516,"Professional, Scientific, and Technical Services",,54
5082938522,Manufacturing,,31-33
5082938524,Wholesale Trade,,42
5082938525,Manufacturing,,31-33
5082938528,Wholesale Trade,,42
5082938533,Manufacturing,,31-33
5082938534,Manufacturing,,31-33
5082938535,Transportation and Warehousing,,48-49
5082938561,Administrative and Support and Waste Management and Remediation Services,,56
5082938565,Manufacturing,,31-33
5082938576,Construction,,23
5082938577,"Professional, Scientific, and Technical Services",,54
5082938584,Transportation and Warehousing,,48-49
5082938592,Construction,,23
5082939001,Administrative and Support and Waste Management and Remediation Services,,56
5082939006,Real Estate and Rental and Leasing,,53
5082939007,Construction,,23
5082939010,"Professional, Scientific, and Technical Services",,54
5082939016,Administrative and Support and Waste Management and Remediation Services,,56
5082939018,Manufacturing,,31-33
5082939022,"Professional, Scientific, and Technical Services",,54
5082939031,Manufacturing,,31-33
5082939040,Transportation and Warehousing,,48-49
5082939053,Construction,,23
5082939055,Real Estate and Rental and Leasing,,53
5082939056,Construction,,23
5082939060,Transportation and Warehousing,,48-49
5082939075,Wholesale Trade,,42
5082939101,Transportation and Warehousing,,48-49
5082939105,Administrative and Support and Waste Management and Remediation Services,,56
5082939110,Transportation and Warehousing,,48-49
5082939115,Transportation and Warehousing,,48-49
5082939123,Construction,,23
5082939125,Manufacturing,,31-33
5082939131,Transportation and Warehousing,,48-49
5082939135,Wholesale Trade,,42
5082939137,Construction,,23
5082939139,Construction,,23
5082939140,Transportation and Warehousing,,48-49
5082939152,Manufacturing,,31-33
5082939153,Administrative and Support and Waste Management and Remediation Services,,56
5082939156,Wholesale Trade,,42
5082939168,Administrative and Support and Waste Management and Remediation Services,,56
5082939183,Manufacturing,,31-33
5082939184,Manufacturing,,31-33
5082939190,Construction,,23
5082939191,Manufacturing,,31-33
5082939193,Transportation and Warehousing,,48-49
5082939206,Wholesale Trade,,42
5082939207,Transportation and Warehousing,,48-49
5082939211,Construction,,23
5082939212,Transportation and Warehousing,,48-49
5082939220,Construction,,23
5082939221,Construction,,23
5082939225,Other Services (except Public Administration),,81
5082939226,Transportation and Warehousing,,48-49
5082939238,Construction,,23
5082939243,Wholesale Trade,,42
5082939247,Real Estate and Rental and Leasing,,53
5082939249,Construction,,23
5082939262,Construction,,23
5082939269,"Professional, Scientific, and Technical Services",,54
5082939270,Wholesale Trade,,42
5082939271,Wholesale Trade,,42
5082939280,"Professional, Scientific, and Technical Services",,54
5082939283,"Professional, Scientific, and Technical Services",,54
5082939288,Wholesale Trade,,42
5082939292,Wholesale Trade,,42
5082939295,Construction,,23
5082939296,Manufacturing,,31-33
5082939306,Construction,,23
5082939307,Wholesale Trade,,42
5082939311,Construction,,23
5082939314,Transportation and Warehousing,,48-49
5082939315,Transportation and Warehousing,,48-49
5082939316,Construction,,23
5082939319,Construction,,23
5082939321,"Professional, Scientific, and Technical Services",,54
5082939322,Construction,,23
5082939324,Construction,,23
5082939326,Construction,,23
5082939329,Construction,,23
5082939330,Construction,,23
5082939333,"Professional, Scientific, and Technical Services",,54
5082939336,Transportation and Warehousing,,48-49
5082939338,Construction,,23
5082939339,Construction,,23
5082939344,Manufacturing,,31-33
5082939345,Manufacturing,,31-33
5082939354,Wholesale Trade,,42
5082939355,Manufacturing,,31-33
5082939358,Construction,,23
5082939359,Transportation and Warehousing,,48-49
5082939360,Construction,,23
5082939361,Transportation and Warehousing,,48-49
5082939366,Manufacturing,,31-33
5082939371,Administrative and Support and Waste Management and Remediation Services,,56
5082939373,Manufacturing,,31-33
5082939381,Construction,,23
5082939383,Manufacturing,,31-33
5082939384,Construction,,23
5082939394,Transportation and Warehousing,,48-49
5082939395,Construction,,23
5082939400,Transportation and Warehousing,,48-49
5082939407,Construction,,23
5082939412,Construction,,23
5082939413,Construction,,23
5082939420,Construction,,23
5082939430,Construction,,23
5082939431,Construction,,23
5082939434,Administrative and Support and Waste Management and Remediation Services,,56
5082939435,Wholesale Trade,,42
5082939438,"Professional, Scientific, and Technical Services",,54
5082939440,Construction,,23
5082939441,Transportation and Warehousing,,48-49
5082939447,Construction,,23
5082939449,Construction,,23
5082939455,"Professional, Scientific, and Technical Services",,54
5082939457,Transportation and Warehousing,,48-49
5082939459,Administrative and Support and Waste Management and Remediation Services,,56
5082939472,Transportation and Warehousing,,48-49
5082939475,Manufacturing,,31-33
5082939476,Manufacturing,,31-33
5082939478,Transportation and Warehousing,,48-49
5082939487,Administrative and Support and Waste Management and Remediation Services,,56
5082939494,Transportation and Warehousing,,48-49
5082939495,Real Estate and Rental and Leasing,,53
5082939506,Administrative and Support and Waste Management and Remediation Services,,56
5082939510,Construction,,23
5082939514,Transportation and Warehousing,,48-49
5082939521,Manufacturing,,31-33
5082939522,Wholesale Trade,,42
5082939524,Transportation and Warehousing,,48-49
5082939535,Transportation and Warehousing,,48-49
5082939537,Transportation and Warehousing,,48-49
5082939544,Administrative and Support and Waste Management and Remediation Services,,56
5082939550,Wholesale Trade,,42
5082939553,Manufacturing,,31-33
5082939557,Construction,,23
5082939559,Construction,,23
5082939560,Construction,,23
5082939566,"Professional, Scientific, and Technical Services",,54
5082939574,Wholesale Trade,,42
5082939578,Transportation and Warehousing,,48-49
5082939579,Manufacturing,,31-33
5082939586,Transportation and Warehousing,,48-49
5082939591,Transportation and Warehousing,,48-49
5082939606,Manufacturing,,31-33
5082939608,Transportation and Warehousing,,48-49
5082939609,Transportation and Warehousing,,48-49
5082939617,Transportation and Warehousing,,48-49
5082939618,Administrative and Support and Waste Management and Remediation Services,,56
5082939622,Manufacturing,,31-33
5082939626,Construction,,23
5082939629,Wholesale Trade,,42
5082939639,Manufacturing,,31-33
5082939660,Transportation and Warehousing,,48-49
5082939662,Construction,,23
5082939669,Transportation and Warehousing,,48-49
5082939672,Manufacturing,,31-33
5082939674,Wholesale Trade,,42
5082939675,Construction,,23
5082939682,Wholesale Trade,,42
5082939684,Construction,,23
5082939690,Transportation and Warehousing,,48-49
5082939691,Construction,,23
5082939693,Construction,,23
5082939706,Construction,,23
5082939711,Construction,,23
5082939712,Construction,,23
5082939722,Construction,,23
5082939728,Manufacturing,,31-33
5082939744,Manufacturing,,31-33
5082939745,Construction,,23
5082939746,Transportation and Warehousing,,48-49
5082939748,Construction,,23
5082939758,Construction,,23
5082939765,Construction,,23
5082939768,Manufacturing,,31-33
5082939774,Construction,,23
5082939779,Transportation and Warehousing,,48-49
5082939780,Construction,,23
5082939790,Real Estate and Rental and Leasing,,53
5082939791,Construction,,23
5082939792,Construction,,23
